col:taxonID	col:gazetteer	col:area
urn:lsid:nmbe.ch:spidersp:051816	text	South Africa
urn:lsid:nmbe.ch:spidersp:031217	text	Gabon, Congo, Rwanda, Namibia
urn:lsid:nmbe.ch:spidersp:039627	text	Thailand
urn:lsid:nmbe.ch:spidersp:044317	text	Brazil
urn:lsid:nmbe.ch:spidersp:012577	text	Russia (Far East)
urn:lsid:nmbe.ch:spidersp:024916	text	India, Sri Lanka
urn:lsid:nmbe.ch:spidersp:025604	text	Myanmar
urn:lsid:nmbe.ch:spidersp:038935	text	Colombia
urn:lsid:nmbe.ch:spidersp:009291	text	USA
urn:lsid:nmbe.ch:spidersp:027639	text	Turkey, Israel, Iran
urn:lsid:nmbe.ch:spidersp:001971	text	Montserrat
urn:lsid:nmbe.ch:spidersp:037510	text	Japan
urn:lsid:nmbe.ch:spidersp:000663	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:008253	text	Costa Rica
urn:lsid:nmbe.ch:spidersp:023103	text	USA
urn:lsid:nmbe.ch:spidersp:011588	text	Europe, Russia (Europe to West Siberia), Caucasus, Turkey, Iran
urn:lsid:nmbe.ch:spidersp:042410	text	China
urn:lsid:nmbe.ch:spidersp:014270	text	New Guinea
urn:lsid:nmbe.ch:spidersp:047612	text	Mongolia
urn:lsid:nmbe.ch:spidersp:011072	text	Afghanistan
urn:lsid:nmbe.ch:spidersp:026301	text	Australia (South Australia, Tasmania)
urn:lsid:nmbe.ch:spidersp:015898	text	China
urn:lsid:nmbe.ch:spidersp:046900	text	Brazil
urn:lsid:nmbe.ch:spidersp:033800	text	Kenya to Angola
urn:lsid:nmbe.ch:spidersp:000399	text	Equatorial Guinea
urn:lsid:nmbe.ch:spidersp:053201	text	China
urn:lsid:nmbe.ch:spidersp:005461	text	Australia (Tasmania)
urn:lsid:nmbe.ch:spidersp:032712	text	China, Vietnam
urn:lsid:nmbe.ch:spidersp:051396	text	Brazil
urn:lsid:nmbe.ch:spidersp:031997	text	Russia (Middle and South Siberia), Mongolia, China
urn:lsid:nmbe.ch:spidersp:000233	text	Australia (Queensland, New South Wales)
urn:lsid:nmbe.ch:spidersp:030685	text	Brazil
urn:lsid:nmbe.ch:spidersp:037140	text	USA
urn:lsid:nmbe.ch:spidersp:014620	text	Brazil
urn:lsid:nmbe.ch:spidersp:042040	text	South Africa
urn:lsid:nmbe.ch:spidersp:009911	text	Laos, Malaysia (peninsula), Indonesia (Java)
urn:lsid:nmbe.ch:spidersp:045785	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:023553	text	South Africa
urn:lsid:nmbe.ch:spidersp:044897	text	China
urn:lsid:nmbe.ch:spidersp:008603	text	East Africa
urn:lsid:nmbe.ch:spidersp:015932	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:024296	text	USA
urn:lsid:nmbe.ch:spidersp:026751	text	Italy
urn:lsid:nmbe.ch:spidersp:021094	text	New Zealand
urn:lsid:nmbe.ch:spidersp:011422	text	Panama
urn:lsid:nmbe.ch:spidersp:047242	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:027843	text	Canary Is.
urn:lsid:nmbe.ch:spidersp:040587	text	Australia (Western Australia, Northern Territory)
urn:lsid:nmbe.ch:spidersp:035487	text	India
urn:lsid:nmbe.ch:spidersp:052943	text	China
urn:lsid:nmbe.ch:spidersp:032342	text	Ivory Coast
urn:lsid:nmbe.ch:spidersp:019012	text	Brazil
urn:lsid:nmbe.ch:spidersp:005031	text	Argentina, Uruguay
urn:lsid:nmbe.ch:spidersp:053651	text	Armenia, Azerbaijan, Iran
urn:lsid:nmbe.ch:spidersp:036301	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:005898	text	India, Myanmar, Thailand, China
urn:lsid:nmbe.ch:spidersp:001072	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:022712	text	China
urn:lsid:nmbe.ch:spidersp:009442	text	Japan
urn:lsid:nmbe.ch:spidersp:023800	text	Chile, Argentina
urn:lsid:nmbe.ch:spidersp:010399	text	USA (Alaska)
urn:lsid:nmbe.ch:spidersp:015461	text	Australia
urn:lsid:nmbe.ch:spidersp:043201	text	Greece
urn:lsid:nmbe.ch:spidersp:010663	text	Russia (Far East), China, Korea, Japan
urn:lsid:nmbe.ch:spidersp:046003	text	USA
urn:lsid:nmbe.ch:spidersp:011971	text	India, Myanmar, Laos, China, Indonesia (Bali)
urn:lsid:nmbe.ch:spidersp:027510	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:001588	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:004270	text	India
urn:lsid:nmbe.ch:spidersp:052410	text	Brazil
urn:lsid:nmbe.ch:spidersp:033103	text	Argentina
urn:lsid:nmbe.ch:spidersp:018253	text	Ecuador (Galapagos Is.)
urn:lsid:nmbe.ch:spidersp:001422	text	Singapore
urn:lsid:nmbe.ch:spidersp:037843	text	China
urn:lsid:nmbe.ch:spidersp:050587	text	Vietnam
urn:lsid:nmbe.ch:spidersp:036751	text	Borneo
urn:lsid:nmbe.ch:spidersp:031094	text	Brazil, Argentina
urn:lsid:nmbe.ch:spidersp:044194	text	Hispaniola
urn:lsid:nmbe.ch:spidersp:043651	text	Colombia
urn:lsid:nmbe.ch:spidersp:015031	text	China
urn:lsid:nmbe.ch:spidersp:025487	text	Mexico to Panama, Trinidad
urn:lsid:nmbe.ch:spidersp:042943	text	Hispaniola
urn:lsid:nmbe.ch:spidersp:009012	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:022342	text	Russia (Urals to Far East)
urn:lsid:nmbe.ch:spidersp:027140	text	Uzbekistan, Tajikistan
urn:lsid:nmbe.ch:spidersp:041396	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:021997	text	Brazil
urn:lsid:nmbe.ch:spidersp:046453	text	Ecuador
urn:lsid:nmbe.ch:spidersp:010233	text	Peru
urn:lsid:nmbe.ch:spidersp:033553	text	South Africa
urn:lsid:nmbe.ch:spidersp:005932	text	Canary Is.
urn:lsid:nmbe.ch:spidersp:034296	text	Brazil
urn:lsid:nmbe.ch:spidersp:052040	text	Brazil
urn:lsid:nmbe.ch:spidersp:004620	text	Italy, Tunisia
urn:lsid:nmbe.ch:spidersp:019911	text	Brazil
urn:lsid:nmbe.ch:spidersp:046146	text	Laos
urn:lsid:nmbe.ch:spidersp:010726	text	Panama
urn:lsid:nmbe.ch:spidersp:041683	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:013809	text	Cuba
urn:lsid:nmbe.ch:spidersp:027455	text	South Africa
urn:lsid:nmbe.ch:spidersp:040991	text	Brazil
urn:lsid:nmbe.ch:spidersp:025468	text	Brazil
urn:lsid:nmbe.ch:spidersp:011834	text	Sweden
urn:lsid:nmbe.ch:spidersp:020390	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:050568	text	China
urn:lsid:nmbe.ch:spidersp:006308	text	Japan (Ryukyu Is.)
urn:lsid:nmbe.ch:spidersp:035891	text	China
urn:lsid:nmbe.ch:spidersp:052555	text	Myanmar
urn:lsid:nmbe.ch:spidersp:004335	text	France, Italy
urn:lsid:nmbe.ch:spidersp:034783	text	Central Europe
urn:lsid:nmbe.ch:spidersp:033046	text	Indonesia (Java, Sumbawa)
urn:lsid:nmbe.ch:spidersp:034279	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:049749	text	Turkey
urn:lsid:nmbe.ch:spidersp:031581	text	Brazil
urn:lsid:nmbe.ch:spidersp:036244	text	USA
urn:lsid:nmbe.ch:spidersp:050092	text	Argentina
urn:lsid:nmbe.ch:spidersp:001137	text	South Africa
urn:lsid:nmbe.ch:spidersp:009507	text	Russia (Far East)
urn:lsid:nmbe.ch:spidersp:022657	text	Korea
urn:lsid:nmbe.ch:spidersp:025192	text	Cuba
urn:lsid:nmbe.ch:spidersp:021978	text	Mexico
urn:lsid:nmbe.ch:spidersp:043344	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:015524	text	India, China
urn:lsid:nmbe.ch:spidersp:041379	text	Russia (Europe), Kazakhstan
urn:lsid:nmbe.ch:spidersp:017519	text	China
urn:lsid:nmbe.ch:spidersp:023945	text	Chile
urn:lsid:nmbe.ch:spidersp:044481	text	Colombia
urn:lsid:nmbe.ch:spidersp:027005	text	South Africa
urn:lsid:nmbe.ch:spidersp:010376	text	Russia (South Siberia)
urn:lsid:nmbe.ch:spidersp:046516	text	Azores
urn:lsid:nmbe.ch:spidersp:005877	text	Namibia, South Africa
urn:lsid:nmbe.ch:spidersp:033416	text	Turkey, Cyprus, Israel
urn:lsid:nmbe.ch:spidersp:018746	text	Myanmar
urn:lsid:nmbe.ch:spidersp:006758	text	India
urn:lsid:nmbe.ch:spidersp:050138	text	Argentina
urn:lsid:nmbe.ch:spidersp:019854	text	Panama
urn:lsid:nmbe.ch:spidersp:004765	text	Bosnia and Herzegovina
urn:lsid:nmbe.ch:spidersp:052105	text	Korea
urn:lsid:nmbe.ch:spidersp:037906	text	Eastern Australia
urn:lsid:nmbe.ch:spidersp:001567	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:049319	text	Korea
urn:lsid:nmbe.ch:spidersp:034629	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:029918	text	USA
urn:lsid:nmbe.ch:spidersp:036614	text	South Africa
urn:lsid:nmbe.ch:spidersp:015174	text	Russia
urn:lsid:nmbe.ch:spidersp:043714	text	Cuba
urn:lsid:nmbe.ch:spidersp:017149	text	Mexico to Brazil, French Guiana, Guyana
urn:lsid:nmbe.ch:spidersp:041729	text	Indonesia (Sulawesi)
urn:lsid:nmbe.ch:spidersp:022207	text	USA
urn:lsid:nmbe.ch:spidersp:009157	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:042806	text	China
urn:lsid:nmbe.ch:spidersp:040092	text	India
urn:lsid:nmbe.ch:spidersp:011137	text	France (Corsica)
urn:lsid:nmbe.ch:spidersp:047757	text	Brazil
urn:lsid:nmbe.ch:spidersp:024279	text	China
urn:lsid:nmbe.ch:spidersp:046845	text	South Africa
urn:lsid:nmbe.ch:spidersp:044878	text	China
urn:lsid:nmbe.ch:spidersp:026244	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:031978	text	Germany, Switzerland, Austria, Italy, Albania, North Macedonia, Greece, Turkey
urn:lsid:nmbe.ch:spidersp:005524	text	South Africa
urn:lsid:nmbe.ch:spidersp:053344	text	Ecuador
urn:lsid:nmbe.ch:spidersp:007519	text	Panama, Brazil
urn:lsid:nmbe.ch:spidersp:051379	text	China
urn:lsid:nmbe.ch:spidersp:033945	text	Australia (Western Australia to Queensland)
urn:lsid:nmbe.ch:spidersp:032657	text	Tajikistan, Karakorum
urn:lsid:nmbe.ch:spidersp:019507	text	Honduras to Bolivia
urn:lsid:nmbe.ch:spidersp:035192	text	Australia (South Australia)
urn:lsid:nmbe.ch:spidersp:003809	text	Venezuela
urn:lsid:nmbe.ch:spidersp:037455	text	Brazil
urn:lsid:nmbe.ch:spidersp:050991	text	Brazil
urn:lsid:nmbe.ch:spidersp:048158	text	China
urn:lsid:nmbe.ch:spidersp:001834	text	Brazil
urn:lsid:nmbe.ch:spidersp:030390	text	Venezuela, Brazil
urn:lsid:nmbe.ch:spidersp:000726	text	Uruguay, Argentina
urn:lsid:nmbe.ch:spidersp:051683	text	China
urn:lsid:nmbe.ch:spidersp:024783	text	China
urn:lsid:nmbe.ch:spidersp:023046	text	Ecuador
urn:lsid:nmbe.ch:spidersp:008316	text	Costa Rica to Venezuela
urn:lsid:nmbe.ch:spidersp:016308	text	Madeira, Europe, North Africa, Turkey, Middle East, Caucasus, Russia (Europe to South Siberia), Central Asia, China
urn:lsid:nmbe.ch:spidersp:040568	text	Australia (Northern Territory)
urn:lsid:nmbe.ch:spidersp:045290	text	Tajikistan
urn:lsid:nmbe.ch:spidersp:025891	text	Israel
urn:lsid:nmbe.ch:spidersp:014335	text	Polynesia
urn:lsid:nmbe.ch:spidersp:042555	text	Afghanistan
urn:lsid:nmbe.ch:spidersp:024629	text	South Africa
urn:lsid:nmbe.ch:spidersp:039918	text	China
urn:lsid:nmbe.ch:spidersp:026614	text	Ethiopia
urn:lsid:nmbe.ch:spidersp:027906	text	Southern Europe, Morocco, Algeria
urn:lsid:nmbe.ch:spidersp:047307	text	Mongolia
urn:lsid:nmbe.ch:spidersp:011567	text	France
urn:lsid:nmbe.ch:spidersp:019157	text	South Africa
urn:lsid:nmbe.ch:spidersp:032207	text	Italy (mainland, Sicily), Malta
urn:lsid:nmbe.ch:spidersp:052806	text	China
urn:lsid:nmbe.ch:spidersp:053714	text	Germany
urn:lsid:nmbe.ch:spidersp:005174	text	Jamaica
urn:lsid:nmbe.ch:spidersp:051729	text	Peru
urn:lsid:nmbe.ch:spidersp:000376	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:037005	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:035038	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:048508	text	Myanmar
urn:lsid:nmbe.ch:spidersp:040138	text	China
urn:lsid:nmbe.ch:spidersp:016758	text	Southern Europe, Africa, Turkey, Middle East, Ukraine, Caucasus, Russia (Europe) to Central Asia
urn:lsid:nmbe.ch:spidersp:009854	text	Russia (Far East)
urn:lsid:nmbe.ch:spidersp:042105	text	Guyana
urn:lsid:nmbe.ch:spidersp:014765	text	New Guinea, Australia
urn:lsid:nmbe.ch:spidersp:015877	text	New Zealand
urn:lsid:nmbe.ch:spidersp:008746	text	West, East Africa
urn:lsid:nmbe.ch:spidersp:023416	text	New Guinea
urn:lsid:nmbe.ch:spidersp:041904	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:008068	text	Spain
urn:lsid:nmbe.ch:spidersp:023338	text	Indonesia (Moluccas: Ambon)
urn:lsid:nmbe.ch:spidersp:021305	text	Bhutan
urn:lsid:nmbe.ch:spidersp:043939	text	Madagascar, Comoros, Mayotte, Seychelles
urn:lsid:nmbe.ch:spidersp:016076	text	New Guinea
urn:lsid:nmbe.ch:spidersp:040616	text	China
urn:lsid:nmbe.ch:spidersp:035716	text	India, Sri Lanka to China, Thailand, Vietnam, Philippines
urn:lsid:nmbe.ch:spidersp:048226	text	Cuba
urn:lsid:nmbe.ch:spidersp:019383	text	Argentina
urn:lsid:nmbe.ch:spidersp:028827	text	India, Myanmar, Malaysia, Indonesia (Java, Sumatra, Borneo)
urn:lsid:nmbe.ch:spidersp:002465	text	Costa Rica, Panama
urn:lsid:nmbe.ch:spidersp:029735	text	Argentina, Falkland Is.
urn:lsid:nmbe.ch:spidersp:036839	text	Central, Eastern Europe
urn:lsid:nmbe.ch:spidersp:034804	text	Botswana, Malawi, South Africa
urn:lsid:nmbe.ch:spidersp:000458	text	USA
urn:lsid:nmbe.ch:spidersp:007667	text	Brazil
urn:lsid:nmbe.ch:spidersp:051007	text	Colombia
urn:lsid:nmbe.ch:spidersp:030514	text	Cuba
urn:lsid:nmbe.ch:spidersp:004948	text	China, Taiwan, Japan
urn:lsid:nmbe.ch:spidersp:006975	text	Indonesia (Sulawesi, Ambon), New Guinea, New Caledonia
urn:lsid:nmbe.ch:spidersp:019679	text	Congo, Namibia
urn:lsid:nmbe.ch:spidersp:032529	text	China (Hong Kong)
urn:lsid:nmbe.ch:spidersp:011249	text	Russia
urn:lsid:nmbe.ch:spidersp:047429	text	Guatemala
urn:lsid:nmbe.ch:spidersp:013274	text	China
urn:lsid:nmbe.ch:spidersp:045414	text	South Africa
urn:lsid:nmbe.ch:spidersp:038124	text	Nepal
urn:lsid:nmbe.ch:spidersp:008592	text	Brazil
urn:lsid:nmbe.ch:spidersp:024107	text	Panama
urn:lsid:nmbe.ch:spidersp:020847	text	Europe to Central Asia
urn:lsid:nmbe.ch:spidersp:047583	text	Colombia
urn:lsid:nmbe.ch:spidersp:040246	text	USA
urn:lsid:nmbe.ch:spidersp:016426	text	Brazil
urn:lsid:nmbe.ch:spidersp:026090	text	Spain (Majorca)
urn:lsid:nmbe.ch:spidersp:023768	text	Brazil
urn:lsid:nmbe.ch:spidersp:021755	text	New Zealand
urn:lsid:nmbe.ch:spidersp:029365	text	Namibia
urn:lsid:nmbe.ch:spidersp:002035	text	Brazil
urn:lsid:nmbe.ch:spidersp:053190	text	China
urn:lsid:nmbe.ch:spidersp:049964	text	China
urn:lsid:nmbe.ch:spidersp:000008	text	Japan
urn:lsid:nmbe.ch:spidersp:048676	text	Indonesia (Java)
urn:lsid:nmbe.ch:spidersp:035346	text	Philippines
urn:lsid:nmbe.ch:spidersp:032483	text	Panama
urn:lsid:nmbe.ch:spidersp:030144	text	Australia, New Guinea
urn:lsid:nmbe.ch:spidersp:037681	text	Mexico to Costa Rica
urn:lsid:nmbe.ch:spidersp:032179	text	Israel, Jordan
urn:lsid:nmbe.ch:spidersp:019229	text	West, Central Africa
urn:lsid:nmbe.ch:spidersp:036993	text	Australia (Northern Territory)
urn:lsid:nmbe.ch:spidersp:051457	text	Kenya
urn:lsid:nmbe.ch:spidersp:007237	text	Mexico to Venezuela
urn:lsid:nmbe.ch:spidersp:012936	text	Algeria
urn:lsid:nmbe.ch:spidersp:023292	text	Crete
urn:lsid:nmbe.ch:spidersp:024557	text	New Guinea
urn:lsid:nmbe.ch:spidersp:043893	text	Ecuador
urn:lsid:nmbe.ch:spidersp:042781	text	South Africa
urn:lsid:nmbe.ch:spidersp:047079	text	China
urn:lsid:nmbe.ch:spidersp:011619	text	China
urn:lsid:nmbe.ch:spidersp:038574	text	Italy
urn:lsid:nmbe.ch:spidersp:045044	text	Malaysia
urn:lsid:nmbe.ch:spidersp:013624	text	Taiwan, Japan (Okinawa Is.)
urn:lsid:nmbe.ch:spidersp:020514	text	Central, East Africa
urn:lsid:nmbe.ch:spidersp:014948	text	Madagascar
urn:lsid:nmbe.ch:spidersp:016975	text	Madagascar
urn:lsid:nmbe.ch:spidersp:022529	text	USA
urn:lsid:nmbe.ch:spidersp:009679	text	Tanzania
urn:lsid:nmbe.ch:spidersp:041007	text	Brazil
urn:lsid:nmbe.ch:spidersp:017667	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:018592	text	Central Asia, Iran?
urn:lsid:nmbe.ch:spidersp:049437	text	Colombia
urn:lsid:nmbe.ch:spidersp:034107	text	Malaysia, Singapore
urn:lsid:nmbe.ch:spidersp:001249	text	Uruguay, Argentina
urn:lsid:nmbe.ch:spidersp:028124	text	Central to eastern Europe, Turkey, Caucasus (Russia)
urn:lsid:nmbe.ch:spidersp:003274	text	Jamaica
urn:lsid:nmbe.ch:spidersp:050616	text	China
urn:lsid:nmbe.ch:spidersp:006076	text	India
urn:lsid:nmbe.ch:spidersp:051904	text	China
urn:lsid:nmbe.ch:spidersp:033338	text	France
urn:lsid:nmbe.ch:spidersp:018068	text	Iran
urn:lsid:nmbe.ch:spidersp:031305	text	Madagascar
urn:lsid:nmbe.ch:spidersp:039735	text	China
urn:lsid:nmbe.ch:spidersp:044205	text	Nepal
urn:lsid:nmbe.ch:spidersp:012465	text	Russia (South Siberia)
urn:lsid:nmbe.ch:spidersp:026839	text	Cuba
urn:lsid:nmbe.ch:spidersp:024804	text	China
urn:lsid:nmbe.ch:spidersp:046238	text	Borneo
urn:lsid:nmbe.ch:spidersp:010458	text	Britain, France
urn:lsid:nmbe.ch:spidersp:025716	text	South Africa
urn:lsid:nmbe.ch:spidersp:009383	text	Turkey, Georgia
urn:lsid:nmbe.ch:spidersp:038827	text	Argentina
urn:lsid:nmbe.ch:spidersp:026993	text	South Africa
urn:lsid:nmbe.ch:spidersp:017237	text	North Africa
urn:lsid:nmbe.ch:spidersp:041457	text	Ecuador
urn:lsid:nmbe.ch:spidersp:046392	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:020144	text	Mexico, Guatemala, El Salvador, Nicaragua
urn:lsid:nmbe.ch:spidersp:027681	text	Tajikistan
urn:lsid:nmbe.ch:spidersp:009229	text	Trinidad
urn:lsid:nmbe.ch:spidersp:022179	text	USA
urn:lsid:nmbe.ch:spidersp:052781	text	China (Hainan)
urn:lsid:nmbe.ch:spidersp:001619	text	Cuba
urn:lsid:nmbe.ch:spidersp:003624	text	Panama
urn:lsid:nmbe.ch:spidersp:028574	text	South Africa
urn:lsid:nmbe.ch:spidersp:002936	text	USA
urn:lsid:nmbe.ch:spidersp:033292	text	France (Corsica)
urn:lsid:nmbe.ch:spidersp:034557	text	Nigeria, southern Africa
urn:lsid:nmbe.ch:spidersp:053893	text	China
urn:lsid:nmbe.ch:spidersp:036090	text	North America
urn:lsid:nmbe.ch:spidersp:018438	text	China
urn:lsid:nmbe.ch:spidersp:031755	text	Brazil, French Guiana
urn:lsid:nmbe.ch:spidersp:030847	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:006426	text	Mexico to Argentina
urn:lsid:nmbe.ch:spidersp:050246	text	Namibia
urn:lsid:nmbe.ch:spidersp:025346	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:022483	text	Mexico
urn:lsid:nmbe.ch:spidersp:045947	text	Russia (Europe, Caucasus), Azerbaijan, Kazakhstan
urn:lsid:nmbe.ch:spidersp:012035	text	Mongolia, Korea, Japan
urn:lsid:nmbe.ch:spidersp:044655	text	Laos, Cambodia
urn:lsid:nmbe.ch:spidersp:039365	text	Australia (Tasmania)
urn:lsid:nmbe.ch:spidersp:043190	text	Congo
urn:lsid:nmbe.ch:spidersp:010008	text	Scandinavia, Belarus, Russia (Europe to South Siberia), Kazakhstan, Mongolia
urn:lsid:nmbe.ch:spidersp:046668	text	Thailand
urn:lsid:nmbe.ch:spidersp:006133	text	Australia (Western, South Australia, New South Wales)
urn:lsid:nmbe.ch:spidersp:050753	text	Tajikistan
urn:lsid:nmbe.ch:spidersp:031240	text	Egypt
urn:lsid:nmbe.ch:spidersp:049088	text	Brazil
urn:lsid:nmbe.ch:spidersp:036585	text	Namibia, South Africa
urn:lsid:nmbe.ch:spidersp:051841	text	New Zealand
urn:lsid:nmbe.ch:spidersp:043485	text	China
urn:lsid:nmbe.ch:spidersp:012520	text	Korea
urn:lsid:nmbe.ch:spidersp:044340	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:039670	text	Brazil
urn:lsid:nmbe.ch:spidersp:038962	text	Colombia
urn:lsid:nmbe.ch:spidersp:022196	text	USA
urn:lsid:nmbe.ch:spidersp:025653	text	India
urn:lsid:nmbe.ch:spidersp:016830	text	Mexico, Nicaragua
urn:lsid:nmbe.ch:spidersp:027394	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:020451	text	Equatorial Guinea (Bioko)
urn:lsid:nmbe.ch:spidersp:047995	text	Mexico
urn:lsid:nmbe.ch:spidersp:046687	text	China
urn:lsid:nmbe.ch:spidersp:017722	text	Comoros
urn:lsid:nmbe.ch:spidersp:041142	text	Botswana, Zimbabwe
urn:lsid:nmbe.ch:spidersp:034042	text	Tanzania (Zanzibar)
urn:lsid:nmbe.ch:spidersp:049572	text	Russia (Far East)
urn:lsid:nmbe.ch:spidersp:033787	text	Europe, Turkey, Caucasus, Russia (Europe to Far East), Kazakhstan, Uzbekistan, China
urn:lsid:nmbe.ch:spidersp:032895	text	French Guiana
urn:lsid:nmbe.ch:spidersp:003331	text	New Caledonia
urn:lsid:nmbe.ch:spidersp:028061	text	East AFrica
urn:lsid:nmbe.ch:spidersp:052294	text	USA
urn:lsid:nmbe.ch:spidersp:031610	text	Guinea to South Africa
urn:lsid:nmbe.ch:spidersp:050303	text	Ecuador (Galapagos Is.)
urn:lsid:nmbe.ch:spidersp:006563	text	Russia (Caucasus)
urn:lsid:nmbe.ch:spidersp:030902	text	Switzerland, Italy
urn:lsid:nmbe.ch:spidersp:045802	text	Tanzania
urn:lsid:nmbe.ch:spidersp:009696	text	Ireland, Britain, Belgium, Germany, Poland, Scandinavia, Russia (West Siberia)
urn:lsid:nmbe.ch:spidersp:025203	text	Costa Rica
urn:lsid:nmbe.ch:spidersp:039220	text	Russia (Middle to South Siberia), Kazakhstan, Mongolia
urn:lsid:nmbe.ch:spidersp:008984	text	Mexico, Brazil
urn:lsid:nmbe.ch:spidersp:044710	text	Mozambique
urn:lsid:nmbe.ch:spidersp:012170	text	USA
urn:lsid:nmbe.ch:spidersp:017688	text	Algeria
urn:lsid:nmbe.ch:spidersp:041512	text	Peru
urn:lsid:nmbe.ch:spidersp:017372	text	Europe
urn:lsid:nmbe.ch:spidersp:020001	text	Ethiopia
urn:lsid:nmbe.ch:spidersp:028431	text	Argentina
urn:lsid:nmbe.ch:spidersp:003761	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:049122	text	Panama
urn:lsid:nmbe.ch:spidersp:034412	text	Borneo
urn:lsid:nmbe.ch:spidersp:002873	text	Namibia
urn:lsid:nmbe.ch:spidersp:018087	text	Ethiopia
urn:lsid:nmbe.ch:spidersp:051142	text	Papua New Guinea
urn:lsid:nmbe.ch:spidersp:007722	text	Australia (Victoria)
urn:lsid:nmbe.ch:spidersp:006830	text	Costa Rica, Panama
urn:lsid:nmbe.ch:spidersp:037394	text	China, Japan
urn:lsid:nmbe.ch:spidersp:030451	text	Congo, Uganda, Angola
urn:lsid:nmbe.ch:spidersp:048699	text	Afghanistan
urn:lsid:nmbe.ch:spidersp:038061	text	China
urn:lsid:nmbe.ch:spidersp:022895	text	China
urn:lsid:nmbe.ch:spidersp:045551	text	Colombia to Brazil
urn:lsid:nmbe.ch:spidersp:013331	text	Germany
urn:lsid:nmbe.ch:spidersp:042294	text	Israel
urn:lsid:nmbe.ch:spidersp:024042	text	Panama
urn:lsid:nmbe.ch:spidersp:023787	text	Brazil
urn:lsid:nmbe.ch:spidersp:021240	text	Spain (mainland, Ibiza)
urn:lsid:nmbe.ch:spidersp:026585	text	South Africa
urn:lsid:nmbe.ch:spidersp:041841	text	South Africa
urn:lsid:nmbe.ch:spidersp:040753	text	China
urn:lsid:nmbe.ch:spidersp:016133	text	China
urn:lsid:nmbe.ch:spidersp:047096	text	Brazil
urn:lsid:nmbe.ch:spidersp:032196	text	Mediterranean
urn:lsid:nmbe.ch:spidersp:028962	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:048363	text	Philippines
urn:lsid:nmbe.ch:spidersp:035653	text	India (Andaman Is.), Bangladesh
urn:lsid:nmbe.ch:spidersp:034941	text	Paraguay
urn:lsid:nmbe.ch:spidersp:053485	text	China
urn:lsid:nmbe.ch:spidersp:002520	text	USA
urn:lsid:nmbe.ch:spidersp:030001	text	Mongolia
urn:lsid:nmbe.ch:spidersp:007372	text	Eastern Europe
urn:lsid:nmbe.ch:spidersp:051512	text	Madagascar
urn:lsid:nmbe.ch:spidersp:024412	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:008087	text	South Africa
urn:lsid:nmbe.ch:spidersp:012873	text	Bulgaria
urn:lsid:nmbe.ch:spidersp:013761	text	Solomon Is.
urn:lsid:nmbe.ch:spidersp:045101	text	Mexico
urn:lsid:nmbe.ch:spidersp:038431	text	Madagascar
urn:lsid:nmbe.ch:spidersp:016099	text	Madagascar
urn:lsid:nmbe.ch:spidersp:016563	text	Peru, Brazil
urn:lsid:nmbe.ch:spidersp:040303	text	Thailand
urn:lsid:nmbe.ch:spidersp:020902	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:021610	text	New Zealand
urn:lsid:nmbe.ch:spidersp:049821	text	India
urn:lsid:nmbe.ch:spidersp:002170	text	Morocco, Algeria
urn:lsid:nmbe.ch:spidersp:029220	text	New Caledonia
urn:lsid:nmbe.ch:spidersp:018984	text	Mexico
urn:lsid:nmbe.ch:spidersp:007688	text	Central Africa
