col:taxonID	col:gazetteer	col:area
urn:lsid:nmbe.ch:spidersp:036327	text	Kenya, Tanzania
urn:lsid:nmbe.ch:spidersp:003069	text	Mexico
urn:lsid:nmbe.ch:spidersp:028339	text	USA
urn:lsid:nmbe.ch:spidersp:006791	text	Peru
urn:lsid:nmbe.ch:spidersp:048938	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:001054	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:009464	text	Korea
urn:lsid:nmbe.ch:spidersp:022734	text	China
urn:lsid:nmbe.ch:spidersp:020709	text	Brazil
urn:lsid:nmbe.ch:spidersp:043227	text	Congo
urn:lsid:nmbe.ch:spidersp:015447	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:023826	text	Colombia, Brazil
urn:lsid:nmbe.ch:spidersp:012382	text	Europe, Georgia
urn:lsid:nmbe.ch:spidersp:027166	text	Brazil
urn:lsid:nmbe.ch:spidersp:010215	text	Ecuador
urn:lsid:nmbe.ch:spidersp:046475	text	China
urn:lsid:nmbe.ch:spidersp:039178	text	Kazakhstan
urn:lsid:nmbe.ch:spidersp:012228	text	Europe, Georgia
urn:lsid:nmbe.ch:spidersp:044448	text	Peru
urn:lsid:nmbe.ch:spidersp:031548	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:049780	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:005914	text	Lebanon
urn:lsid:nmbe.ch:spidersp:007929	text	Cameroon
urn:lsid:nmbe.ch:spidersp:033575	text	Greece, Turkey
urn:lsid:nmbe.ch:spidersp:028293	text	India
urn:lsid:nmbe.ch:spidersp:019937	text	Ethiopia
urn:lsid:nmbe.ch:spidersp:004606	text	Greece
urn:lsid:nmbe.ch:spidersp:052066	text	China
urn:lsid:nmbe.ch:spidersp:048892	text	China
urn:lsid:nmbe.ch:spidersp:028769	text	Madagascar
urn:lsid:nmbe.ch:spidersp:003439	text	Angola, Kenya
urn:lsid:nmbe.ch:spidersp:037865	text	Russia (north-eastern Siberia, Far East)
urn:lsid:nmbe.ch:spidersp:035858	text	China
urn:lsid:nmbe.ch:spidersp:001404	text	New Caledonia
urn:lsid:nmbe.ch:spidersp:015017	text	Mexico
urn:lsid:nmbe.ch:spidersp:043677	text	China
urn:lsid:nmbe.ch:spidersp:039482	text	Australia (Victoria)
urn:lsid:nmbe.ch:spidersp:040958	text	Germany, Czechia
urn:lsid:nmbe.ch:spidersp:022364	text	Azores
urn:lsid:nmbe.ch:spidersp:009034	text	Fiji
urn:lsid:nmbe.ch:spidersp:020359	text	Philippines to Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:042965	text	Ivory Coast
urn:lsid:nmbe.ch:spidersp:038339	text	Russia (South Siberia), Mongolia
urn:lsid:nmbe.ch:spidersp:013069	text	North Macedonia
urn:lsid:nmbe.ch:spidersp:045609	text	China
urn:lsid:nmbe.ch:spidersp:016791	text	Panama
urn:lsid:nmbe.ch:spidersp:011054	text	Tristan da Cunha
urn:lsid:nmbe.ch:spidersp:047634	text	Ecuador
urn:lsid:nmbe.ch:spidersp:046926	text	Borneo
urn:lsid:nmbe.ch:spidersp:017883	text	USA
urn:lsid:nmbe.ch:spidersp:026327	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:005447	text	Chile, Argentina
urn:lsid:nmbe.ch:spidersp:053227	text	Iran
urn:lsid:nmbe.ch:spidersp:033826	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:002382	text	Kenya, Tanzania
urn:lsid:nmbe.ch:spidersp:032734	text	Guatemala to Bolivia, Brazil
urn:lsid:nmbe.ch:spidersp:019464	text	Brazil
urn:lsid:nmbe.ch:spidersp:030709	text	Guatemala
urn:lsid:nmbe.ch:spidersp:037536	text	China
urn:lsid:nmbe.ch:spidersp:001957	text	Peru, Brazil
urn:lsid:nmbe.ch:spidersp:000645	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:029528	text	Colombia
urn:lsid:nmbe.ch:spidersp:002678	text	Mexico
urn:lsid:nmbe.ch:spidersp:007180	text	Peru
urn:lsid:nmbe.ch:spidersp:021118	text	USA
urn:lsid:nmbe.ch:spidersp:023125	text	South Africa
urn:lsid:nmbe.ch:spidersp:008275	text	Hawaii
urn:lsid:nmbe.ch:spidersp:013593	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:014256	text	Central Africa
urn:lsid:nmbe.ch:spidersp:042436	text	China
urn:lsid:nmbe.ch:spidersp:026777	text	Bolivia, Peru, Argentina
urn:lsid:nmbe.ch:spidersp:045259	text	Cuba
urn:lsid:nmbe.ch:spidersp:013439	text	Costa Rica, Panama
urn:lsid:nmbe.ch:spidersp:038769	text	China
urn:lsid:nmbe.ch:spidersp:027865	text	Canary Is.
urn:lsid:nmbe.ch:spidersp:025858	text	Tanzania
urn:lsid:nmbe.ch:spidersp:047264	text	Panama
urn:lsid:nmbe.ch:spidersp:011404	text	Brazil
urn:lsid:nmbe.ch:spidersp:050958	text	Angola
urn:lsid:nmbe.ch:spidersp:019034	text	Ethiopia
urn:lsid:nmbe.ch:spidersp:032364	text	Brazil
urn:lsid:nmbe.ch:spidersp:030359	text	Mexico
urn:lsid:nmbe.ch:spidersp:052965	text	USA
urn:lsid:nmbe.ch:spidersp:048191	text	Colombia
urn:lsid:nmbe.ch:spidersp:053677	text	Indonesia (New Guinea)
urn:lsid:nmbe.ch:spidersp:029482	text	Seychelles
urn:lsid:nmbe.ch:spidersp:000215	text	New Zealand
urn:lsid:nmbe.ch:spidersp:002228	text	Costa Rica
urn:lsid:nmbe.ch:spidersp:029178	text	Madagascar
urn:lsid:nmbe.ch:spidersp:037166	text	Congo
urn:lsid:nmbe.ch:spidersp:038293	text	China, Laos
urn:lsid:nmbe.ch:spidersp:009937	text	Thailand
urn:lsid:nmbe.ch:spidersp:042066	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:014606	text	Colombia
urn:lsid:nmbe.ch:spidersp:021548	text	New Zealand
urn:lsid:nmbe.ch:spidersp:015914	text	Venezuela
urn:lsid:nmbe.ch:spidersp:017929	text	Kazakhstan
urn:lsid:nmbe.ch:spidersp:008625	text	Tanzania
urn:lsid:nmbe.ch:spidersp:023575	text	Brazil
urn:lsid:nmbe.ch:spidersp:031661	text	Brazil
urn:lsid:nmbe.ch:spidersp:034199	text	Kenya, Tanzania, Zimbabwe
urn:lsid:nmbe.ch:spidersp:050372	text	Colombia
urn:lsid:nmbe.ch:spidersp:006512	text	New Zealand
urn:lsid:nmbe.ch:spidersp:030973	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:045873	text	Brazil
urn:lsid:nmbe.ch:spidersp:044761	text	Congo
urn:lsid:nmbe.ch:spidersp:012101	text	Cameroon
urn:lsid:nmbe.ch:spidersp:041099	text	Brazil
urn:lsid:nmbe.ch:spidersp:041563	text	Brazil
urn:lsid:nmbe.ch:spidersp:017303	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:020070	text	Indonesia (Aru Is.)
urn:lsid:nmbe.ch:spidersp:025788	text	Costa Rica, Panama
urn:lsid:nmbe.ch:spidersp:028440	text	China, Korea
urn:lsid:nmbe.ch:spidersp:003710	text	Guinea, Sierra Leone
urn:lsid:nmbe.ch:spidersp:050688	text	Australia (South Australia)
urn:lsid:nmbe.ch:spidersp:049153	text	Peru
urn:lsid:nmbe.ch:spidersp:034463	text	India
urn:lsid:nmbe.ch:spidersp:002802	text	Congo
urn:lsid:nmbe.ch:spidersp:006142	text	Australia (Queensland, New South Wales)
urn:lsid:nmbe.ch:spidersp:050722	text	Japan
urn:lsid:nmbe.ch:spidersp:001687	text	Brazil
urn:lsid:nmbe.ch:spidersp:031231	text	Philippines
urn:lsid:nmbe.ch:spidersp:000995	text	Namibia
urn:lsid:nmbe.ch:spidersp:051830	text	China, Taiwan, Japan
urn:lsid:nmbe.ch:spidersp:015294	text	Brazil, Paraguay, Argentina
urn:lsid:nmbe.ch:spidersp:024930	text	Brazil
urn:lsid:nmbe.ch:spidersp:012551	text	Canary Is.
urn:lsid:nmbe.ch:spidersp:044331	text	South Africa
urn:lsid:nmbe.ch:spidersp:039601	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:038913	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:025622	text	Madagascar
urn:lsid:nmbe.ch:spidersp:016841	text	Venezuela
urn:lsid:nmbe.ch:spidersp:020420	text	Zimbabwe
urn:lsid:nmbe.ch:spidersp:010096	text	USA
urn:lsid:nmbe.ch:spidersp:017753	text	St. Helena
urn:lsid:nmbe.ch:spidersp:041133	text	Central African Rep.
urn:lsid:nmbe.ch:spidersp:049503	text	Australia (Western)
urn:lsid:nmbe.ch:spidersp:003340	text	Ecuador (Galapagos Is.)
urn:lsid:nmbe.ch:spidersp:028010	text	Russia (Europe, Caucasus), Azerbaijan, Iran, Kazakhstan, Central Asia
urn:lsid:nmbe.ch:spidersp:004485	text	Portugal, Spain
urn:lsid:nmbe.ch:spidersp:030070	text	Russia (South to north-eastern Siberia), Kyrgyzstan
urn:lsid:nmbe.ch:spidersp:035788	text	Kenya
urn:lsid:nmbe.ch:spidersp:007303	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:051563	text	Kazakhstan
urn:lsid:nmbe.ch:spidersp:024463	text	Russia (South Siberia, Far East), Mongolia, Japan
urn:lsid:nmbe.ch:spidersp:012802	text	USA
urn:lsid:nmbe.ch:spidersp:013710	text	Panama
urn:lsid:nmbe.ch:spidersp:045170	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:038440	text	South Africa
urn:lsid:nmbe.ch:spidersp:040688	text	China, Taiwan
urn:lsid:nmbe.ch:spidersp:016512	text	Brazil, Paraguay, Uruguay, Argentina
urn:lsid:nmbe.ch:spidersp:040372	text	South Africa
urn:lsid:nmbe.ch:spidersp:020973	text	Italy
urn:lsid:nmbe.ch:spidersp:021661	text	New Zealand
urn:lsid:nmbe.ch:spidersp:024199	text	Tunisia
urn:lsid:nmbe.ch:spidersp:049850	text	Kenya
urn:lsid:nmbe.ch:spidersp:002101	text	Gabon
urn:lsid:nmbe.ch:spidersp:029251	text	Mexico, Guatemala, Costa Rica
urn:lsid:nmbe.ch:spidersp:051099	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:035272	text	Pakistan
urn:lsid:nmbe.ch:spidersp:048742	text	China
urn:lsid:nmbe.ch:spidersp:000096	text	India
urn:lsid:nmbe.ch:spidersp:007753	text	Argentina
urn:lsid:nmbe.ch:spidersp:006841	text	Brazil, Uruguay
urn:lsid:nmbe.ch:spidersp:030420	text	Malaysia
urn:lsid:nmbe.ch:spidersp:038010	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:045520	text	Southern Africa
urn:lsid:nmbe.ch:spidersp:013340	text	USA
urn:lsid:nmbe.ch:spidersp:014485	text	Brazil
urn:lsid:nmbe.ch:spidersp:024033	text	Brazil
urn:lsid:nmbe.ch:spidersp:021231	text	Mexico
urn:lsid:nmbe.ch:spidersp:010995	text	Spain, Morocco, Algeria
urn:lsid:nmbe.ch:spidersp:041830	text	China
urn:lsid:nmbe.ch:spidersp:040722	text	China, Taiwan, Vietnam
urn:lsid:nmbe.ch:spidersp:016142	text	Brazil
urn:lsid:nmbe.ch:spidersp:011687	text	Spain, Alps (France, Italy, Switzerland, Austria, Germany)
urn:lsid:nmbe.ch:spidersp:028913	text	China
urn:lsid:nmbe.ch:spidersp:048312	text	Colombia
urn:lsid:nmbe.ch:spidersp:035622	text	Israel, Syria
urn:lsid:nmbe.ch:spidersp:005294	text	New Zealand
urn:lsid:nmbe.ch:spidersp:034930	text	Singapore
urn:lsid:nmbe.ch:spidersp:029601	text	Cameroon
urn:lsid:nmbe.ch:spidersp:002551	text	West, Central Africa, Sudan
urn:lsid:nmbe.ch:spidersp:011392	text	Peru
urn:lsid:nmbe.ch:spidersp:040237	text	USA
urn:lsid:nmbe.ch:spidersp:016457	text	Ecuador, Peru
urn:lsid:nmbe.ch:spidersp:023719	text	Mexico, Guatemala
urn:lsid:nmbe.ch:spidersp:008449	text	Italy, North Macedonia, Romania
urn:lsid:nmbe.ch:spidersp:021724	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:029314	text	St. Vincent
urn:lsid:nmbe.ch:spidersp:002044	text	India
urn:lsid:nmbe.ch:spidersp:005781	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:049915	text	France
urn:lsid:nmbe.ch:spidersp:000079	text	China
urn:lsid:nmbe.ch:spidersp:048607	text	Brazil
urn:lsid:nmbe.ch:spidersp:035337	text	Hispaniola
urn:lsid:nmbe.ch:spidersp:004893	text	Europe to Central Asia, North Africa, Canary Is.
urn:lsid:nmbe.ch:spidersp:030135	text	Peru
urn:lsid:nmbe.ch:spidersp:032108	text	Europe, Turkey, Caucasus, Russia (Europe to Middle and South Siberia), Central Asia, China
urn:lsid:nmbe.ch:spidersp:019258	text	South Africa
urn:lsid:nmbe.ch:spidersp:051426	text	China
urn:lsid:nmbe.ch:spidersp:007246	text	Panama to Peru
urn:lsid:nmbe.ch:spidersp:000583	text	South Africa
urn:lsid:nmbe.ch:spidersp:012947	text	Kenya
urn:lsid:nmbe.ch:spidersp:024526	text	Europe, Caucasus, Russia (Europe to Far East), Kazakhstan, Pakistan, Korea, Japan
urn:lsid:nmbe.ch:spidersp:047008	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:011668	text	France (Corsica), Italy, Russia (Caucasus), Azerbaijan, Iran, Central Asia
urn:lsid:nmbe.ch:spidersp:038505	text	Madagascar
urn:lsid:nmbe.ch:spidersp:045035	text	Borneo
urn:lsid:nmbe.ch:spidersp:013655	text	French Polynesia (Austral Is.)
urn:lsid:nmbe.ch:spidersp:041975	text	Nepal
urn:lsid:nmbe.ch:spidersp:008019	text	North America, Europe, North Africa to Israel, Russia (Europe to Far East), Kazakhstan, Iran, Central Asia, China, Korea, Japan
urn:lsid:nmbe.ch:spidersp:023349	text	Indonesia (Sulawesi)
urn:lsid:nmbe.ch:spidersp:021374	text	Japan
urn:lsid:nmbe.ch:spidersp:043948	text	China
urn:lsid:nmbe.ch:spidersp:016007	text	North America, Central America, Caribbean, South America. Introduced to Hawaii
urn:lsid:nmbe.ch:spidersp:040667	text	Jamaica
urn:lsid:nmbe.ch:spidersp:035767	text	Europe, Turkey, Caucasus, Iran?. Introduced to USA
urn:lsid:nmbe.ch:spidersp:048257	text	USA
urn:lsid:nmbe.ch:spidersp:028856	text	China
urn:lsid:nmbe.ch:spidersp:029744	text	Europe, Turkey, Caucasus
urn:lsid:nmbe.ch:spidersp:036848	text	Mongolia
urn:lsid:nmbe.ch:spidersp:034875	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:000429	text	South Africa
urn:lsid:nmbe.ch:spidersp:007616	text	South Africa
urn:lsid:nmbe.ch:spidersp:051076	text	Madagascar
urn:lsid:nmbe.ch:spidersp:030565	text	Cuba
urn:lsid:nmbe.ch:spidersp:004939	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:006904	text	Panama
urn:lsid:nmbe.ch:spidersp:019608	text	Australia (South Australia)
urn:lsid:nmbe.ch:spidersp:032558	text	West Africa
urn:lsid:nmbe.ch:spidersp:011238	text	Malta
urn:lsid:nmbe.ch:spidersp:047458	text	Brazil
urn:lsid:nmbe.ch:spidersp:013205	text	Japan
urn:lsid:nmbe.ch:spidersp:045465	text	New Guinea
urn:lsid:nmbe.ch:spidersp:038155	text	Myanmar
urn:lsid:nmbe.ch:spidersp:017246	text	Myanmar
urn:lsid:nmbe.ch:spidersp:041426	text	Canada
urn:lsid:nmbe.ch:spidersp:010583	text	Brazil
urn:lsid:nmbe.ch:spidersp:020135	text	Indonesia (Java)
urn:lsid:nmbe.ch:spidersp:009258	text	Panama, Trinidad, Peru
urn:lsid:nmbe.ch:spidersp:022108	text	Australia (mainland, Lord Howe Is.)
urn:lsid:nmbe.ch:spidersp:004190	text	Borneo
urn:lsid:nmbe.ch:spidersp:001668	text	Brazil
urn:lsid:nmbe.ch:spidersp:003655	text	Curaçao
urn:lsid:nmbe.ch:spidersp:028505	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:002947	text	USA
urn:lsid:nmbe.ch:spidersp:034526	text	Russia (Far East), Korea, China
urn:lsid:nmbe.ch:spidersp:049016	text	Mexico
urn:lsid:nmbe.ch:spidersp:018449	text	West Africa
urn:lsid:nmbe.ch:spidersp:033719	text	Java
urn:lsid:nmbe.ch:spidersp:031724	text	Panama
urn:lsid:nmbe.ch:spidersp:001392	text	New Caledonia
urn:lsid:nmbe.ch:spidersp:030836	text	Tunisia
urn:lsid:nmbe.ch:spidersp:006457	text	South Africa
urn:lsid:nmbe.ch:spidersp:050237	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:025337	text	Chile
urn:lsid:nmbe.ch:spidersp:014893	text	New Guinea
urn:lsid:nmbe.ch:spidersp:045936	text	Brazil
urn:lsid:nmbe.ch:spidersp:012044	text	Falkland Is., South Georgia
urn:lsid:nmbe.ch:spidersp:044624	text	Madagascar
urn:lsid:nmbe.ch:spidersp:039314	text	Australia (South Australia)
urn:lsid:nmbe.ch:spidersp:015781	text	Indonesia (Sulawesi)
urn:lsid:nmbe.ch:spidersp:010079	text	Russia (Middle Siberia to Far East), Canada
urn:lsid:nmbe.ch:spidersp:046619	text	Costa Rica
urn:lsid:nmbe.ch:spidersp:020565	text	Brazil
urn:lsid:nmbe.ch:spidersp:014939	text	Mexico
urn:lsid:nmbe.ch:spidersp:016904	text	Brazil
urn:lsid:nmbe.ch:spidersp:022558	text	Guyana
urn:lsid:nmbe.ch:spidersp:009608	text	China
urn:lsid:nmbe.ch:spidersp:041076	text	Mexico
urn:lsid:nmbe.ch:spidersp:017616	text	Canary Is., south-western Europe
urn:lsid:nmbe.ch:spidersp:049446	text	Colombia
urn:lsid:nmbe.ch:spidersp:034176	text	Kenya
urn:lsid:nmbe.ch:spidersp:001238	text	Afghanistan, Turkmenistan
urn:lsid:nmbe.ch:spidersp:028155	text	Europe, Turkey, Caucasus, Kazakhstan, Iran, Central Asia, China
urn:lsid:nmbe.ch:spidersp:003205	text	Brazil
urn:lsid:nmbe.ch:spidersp:050667	text	Australia (South Australia)
urn:lsid:nmbe.ch:spidersp:006007	text	China
urn:lsid:nmbe.ch:spidersp:051975	text	D.R. Congo
urn:lsid:nmbe.ch:spidersp:033349	text	Italy
urn:lsid:nmbe.ch:spidersp:018019	text	Madeira
urn:lsid:nmbe.ch:spidersp:031374	text	India
urn:lsid:nmbe.ch:spidersp:039744	text	China
urn:lsid:nmbe.ch:spidersp:044274	text	China
urn:lsid:nmbe.ch:spidersp:012414	text	Canada, USA (Alaska)
urn:lsid:nmbe.ch:spidersp:026848	text	Afghanistan
urn:lsid:nmbe.ch:spidersp:024875	text	Cuba
urn:lsid:nmbe.ch:spidersp:046249	text	China
urn:lsid:nmbe.ch:spidersp:010429	text	Panama
urn:lsid:nmbe.ch:spidersp:025767	text	Australia
urn:lsid:nmbe.ch:spidersp:038856	text	Australia (Queensland, New South Wales)
urn:lsid:nmbe.ch:spidersp:027074	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:025049	text	Indonesia (Java), Philippines
urn:lsid:nmbe.ch:spidersp:010307	text	Mexico
urn:lsid:nmbe.ch:spidersp:046567	text	Venezuela
urn:lsid:nmbe.ch:spidersp:049692	text	Namibia
urn:lsid:nmbe.ch:spidersp:005806	text	Egypt
urn:lsid:nmbe.ch:spidersp:018737	text	USA, Canada, Cuba
urn:lsid:nmbe.ch:spidersp:006729	text	Japan
urn:lsid:nmbe.ch:spidersp:050149	text	Argentina
urn:lsid:nmbe.ch:spidersp:019825	text	Panama to Argentina
urn:lsid:nmbe.ch:spidersp:028381	text	Canary Is., Africa to Central Asia
urn:lsid:nmbe.ch:spidersp:004714	text	Turkey
urn:lsid:nmbe.ch:spidersp:052174	text	Germany
urn:lsid:nmbe.ch:spidersp:048980	text	Malaysia (Borneo)
urn:lsid:nmbe.ch:spidersp:037977	text	Australia (Northern Territory)
urn:lsid:nmbe.ch:spidersp:001516	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:049368	text	Mexico
urn:lsid:nmbe.ch:spidersp:034658	text	Costa Rica, Panama
urn:lsid:nmbe.ch:spidersp:029969	text	Russia (Urals to South Siberia), China
urn:lsid:nmbe.ch:spidersp:036665	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:015105	text	Indonesia (Java, Sulawesi)
urn:lsid:nmbe.ch:spidersp:043765	text	Pakistan
urn:lsid:nmbe.ch:spidersp:017138	text	Venezuela to Argentina
urn:lsid:nmbe.ch:spidersp:041758	text	Ethiopia
urn:lsid:nmbe.ch:spidersp:039590	text	Thailand
urn:lsid:nmbe.ch:spidersp:022276	text	Russia (Far East), Mongolia, China, Korea, Japan
urn:lsid:nmbe.ch:spidersp:009126	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:042877	text	Cyprus, Turkey
urn:lsid:nmbe.ch:spidersp:046137	text	Laos
urn:lsid:nmbe.ch:spidersp:010757	text	Colombia, Brazil
urn:lsid:nmbe.ch:spidersp:017092	text	Tanzania
urn:lsid:nmbe.ch:spidersp:013878	text	Japan
urn:lsid:nmbe.ch:spidersp:027424	text	China, Korea, Japan
urn:lsid:nmbe.ch:spidersp:025419	text	Cameroon
urn:lsid:nmbe.ch:spidersp:011845	text	Chile, Argentina, Falkland Is.
urn:lsid:nmbe.ch:spidersp:050519	text	India
urn:lsid:nmbe.ch:spidersp:006379	text	Argentina
urn:lsid:nmbe.ch:spidersp:003481	text	Chile, Argentina
urn:lsid:nmbe.ch:spidersp:052524	text	China
urn:lsid:nmbe.ch:spidersp:004344	text	Afghanistan
urn:lsid:nmbe.ch:spidersp:018367	text	Albania
urn:lsid:nmbe.ch:spidersp:033037	text	Australia (Queensland, New South Wales)
urn:lsid:nmbe.ch:spidersp:034208	text	Venezuela
urn:lsid:nmbe.ch:spidersp:049738	text	Iran
urn:lsid:nmbe.ch:spidersp:036235	text	Caucasus (Russia, Georgia)
urn:lsid:nmbe.ch:spidersp:007991	text	Russia (Middle Siberia to Far East), Japan
urn:lsid:nmbe.ch:spidersp:006683	text	Japan
urn:lsid:nmbe.ch:spidersp:001146	text	Australia (Queensland, New South Wales)
urn:lsid:nmbe.ch:spidersp:009576	text	Canada, USA
urn:lsid:nmbe.ch:spidersp:022626	text	Greece
urn:lsid:nmbe.ch:spidersp:021909	text	Ivory Coast
urn:lsid:nmbe.ch:spidersp:043335	text	Zimbabwe
urn:lsid:nmbe.ch:spidersp:015555	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:041308	text	South Africa
urn:lsid:nmbe.ch:spidersp:017568	text	Mexico
urn:lsid:nmbe.ch:spidersp:012290	text	Russia (Central Asia, South Siberia), Kazakhstan
urn:lsid:nmbe.ch:spidersp:023934	text	Peru
urn:lsid:nmbe.ch:spidersp:024658	text	Chile
urn:lsid:nmbe.ch:spidersp:039969	text	China
urn:lsid:nmbe.ch:spidersp:026665	text	South Africa
urn:lsid:nmbe.ch:spidersp:027977	text	India
urn:lsid:nmbe.ch:spidersp:047376	text	China
urn:lsid:nmbe.ch:spidersp:011516	text	Russia (South Siberia, Far East), Mongolia
urn:lsid:nmbe.ch:spidersp:019126	text	Europe to Mongolia
urn:lsid:nmbe.ch:spidersp:032276	text	Argentina
urn:lsid:nmbe.ch:spidersp:052877	text	Madagascar, Mayotte
urn:lsid:nmbe.ch:spidersp:048083	text	Peru, Brazil, Bolivia
urn:lsid:nmbe.ch:spidersp:053765	text	India
urn:lsid:nmbe.ch:spidersp:005105	text	Yemen
urn:lsid:nmbe.ch:spidersp:051758	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:007138	text	Myanmar
urn:lsid:nmbe.ch:spidersp:029590	text	Seychelles
urn:lsid:nmbe.ch:spidersp:000307	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:037074	text	India
urn:lsid:nmbe.ch:spidersp:035049	text	India
urn:lsid:nmbe.ch:spidersp:048579	text	China
urn:lsid:nmbe.ch:spidersp:040149	text	China
urn:lsid:nmbe.ch:spidersp:016729	text	Asia and Pacific islands. Introduced to both Americas, Africa
urn:lsid:nmbe.ch:spidersp:009825	text	USA
urn:lsid:nmbe.ch:spidersp:038381	text	Ecuador, Peru
urn:lsid:nmbe.ch:spidersp:042174	text	China
urn:lsid:nmbe.ch:spidersp:014714	text	São Tomé, South Africa, Seychelles, Yemen (mainland, Socotra)
urn:lsid:nmbe.ch:spidersp:015806	text	Indonesia (Sulawesi)
urn:lsid:nmbe.ch:spidersp:008737	text	Europe, Turkey, Caucasus, Russia (Europe to South Siberia), Kazakhstan, Iran. Introduced to North America
urn:lsid:nmbe.ch:spidersp:023467	text	Tanzania
urn:lsid:nmbe.ch:spidersp:016683	text	South Africa
urn:lsid:nmbe.ch:spidersp:011146	text	Pakistan, India, Nepal
urn:lsid:nmbe.ch:spidersp:047726	text	Tibet
urn:lsid:nmbe.ch:spidersp:024208	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:046834	text	South Africa
urn:lsid:nmbe.ch:spidersp:044809	text	Laos
urn:lsid:nmbe.ch:spidersp:026235	text	Australia (Northern Territory)
urn:lsid:nmbe.ch:spidersp:017991	text	Sierra Leone, Cameroon, Equatorial Guinea (Bioko)
urn:lsid:nmbe.ch:spidersp:031909	text	Italy, Balkans, Greece, Ukraine, Russia (Europe), Turkey, Israel, Iraq
urn:lsid:nmbe.ch:spidersp:005555	text	Colombia
urn:lsid:nmbe.ch:spidersp:053335	text	China
urn:lsid:nmbe.ch:spidersp:007568	text	USA
urn:lsid:nmbe.ch:spidersp:051308	text	Brazil, Argentina
urn:lsid:nmbe.ch:spidersp:002290	text	Madagascar
urn:lsid:nmbe.ch:spidersp:033934	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:032626	text	Myanmar
urn:lsid:nmbe.ch:spidersp:019576	text	Cameroon
urn:lsid:nmbe.ch:spidersp:003878	text	West, Central Africa
urn:lsid:nmbe.ch:spidersp:037424	text	Korea
urn:lsid:nmbe.ch:spidersp:048129	text	Iran
urn:lsid:nmbe.ch:spidersp:035419	text	Trinidad
urn:lsid:nmbe.ch:spidersp:001845	text	South Africa
urn:lsid:nmbe.ch:spidersp:000757	text	Tanzania
urn:lsid:nmbe.ch:spidersp:007092	text	Panama to Brazil
urn:lsid:nmbe.ch:spidersp:023037	text	USA
urn:lsid:nmbe.ch:spidersp:008367	text	Kenya
urn:lsid:nmbe.ch:spidersp:016379	text	Argentina
urn:lsid:nmbe.ch:spidersp:040519	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:013481	text	Mexico, Guatemala
urn:lsid:nmbe.ch:spidersp:014344	text	China
urn:lsid:nmbe.ch:spidersp:042524	text	India
urn:lsid:nmbe.ch:spidersp:007587	text	China
urn:lsid:nmbe.ch:spidersp:000242	text	New Caledonia
urn:lsid:nmbe.ch:spidersp:019599	text	Equatorial Guinea (Bioko)
urn:lsid:nmbe.ch:spidersp:037131	text	Indonesia
urn:lsid:nmbe.ch:spidersp:014651	text	Taiwan
urn:lsid:nmbe.ch:spidersp:042031	text	Australia (Lord Howe Is.)
urn:lsid:nmbe.ch:spidersp:009960	text	Russia (north-eastern Siberia, Far North-East)
urn:lsid:nmbe.ch:spidersp:013194	text	Morocco, Algeria
urn:lsid:nmbe.ch:spidersp:023522	text	Chile
urn:lsid:nmbe.ch:spidersp:008672	text	Myanmar
urn:lsid:nmbe.ch:spidersp:015943	text	Panama
urn:lsid:nmbe.ch:spidersp:008388	text	Uzbekistan
